"symbol","date","open","high","low","close","split_coefficient","price","qtr","eps_est","eps","release_time","Beat_Miss","Close","price2"
"NFLX",2010-01-26,48.72,50.25,48.56,49.95,2,99.9,NA,NA,NA,NA,NA,0.93399401645475,101.94
"AAPL",2010-01-27,206.85,210.58,199.531,207.884,4,831.536,NA,NA,NA,NA,NA,0.971375169384608,797.16
"AMZN",2010-01-27,121.03,123.33,118.8,122.75,12,1473,NA,NA,NA,NA,NA,0.916728902165795,1512.36
"GOOGL",2010-01-27,541.27,547.65,535.31,542.1,1,542.1,NA,NA,NA,NA,NA,0.864938173115277,534.29
"NFLX",2010-01-27,50,51.18,48.95,50.97,2,101.94,"12/2009",NA,NA,"post",NA,0.953066566940913,126.08
"AAPL",2010-01-28,204.93,205.5,198.7,199.29,4,797.16,NA,NA,NA,NA,NA,0.931218167375356,768.252
"AMZN",2010-01-28,124.43,127.2,122.8,126.03,12,1512.36,"12/2009",NA,NA,"post",NA,0.941224794622853,1504.92
"GOOGL",2010-01-28,544.49,546.9999,530.6,534.29,1,534.29,NA,NA,NA,NA,NA,0.852477064220183,529.944
"NFLX",2010-01-28,61.69,63.85,60.73,63.04,2,126.08,NA,NA,NA,NA,NA,1.17875841436051,124.5
"AAPL",2010-01-29,201.08,202.2,190.25,192.063,4,768.252,NA,NA,NA,NA,NA,0.897448717349657,778.92
"AMZN",2010-01-29,129.77,131.8499,124.14,125.41,12,1504.92,NA,NA,NA,NA,NA,0.936594473487677,1426.44
"GOOGL",2010-01-29,538.49,540.99,525.61,529.944,1,529.944,NA,NA,NA,NA,NA,0.845542879936179,533.02
"NFLX",2010-01-29,62.74,64.57,61.55,62.25,2,124.5,NA,NA,NA,NA,NA,1.16398653702319,122.06
"AAPL",2010-02-01,192.37,196,191.3,194.73,4,778.92,NA,NA,NA,NA,NA,0.909910751834026,783.44
"AMZN",2010-02-01,123.18,124.86,113.82,118.87,12,1426.44,NA,NA,NA,NA,NA,0.887752053771471,1417.44
"GOOGL",2010-02-01,534.602,535.81,530.3,533.02,1,533.02,NA,NA,NA,NA,NA,0.850450737933785,531.12
"NFLX",2010-02-01,61.81,62.87,59.73,61.03,2,122.06,NA,NA,NA,NA,NA,1.14117427075542,123.7
"AAPL",2010-02-02,195.91,196.32,193.38,195.86,4,783.44,NA,NA,NA,NA,NA,0.915190878930891,796.92
"AMZN",2010-02-02,118.79,118.98,114.4,118.12,12,1417.44,NA,NA,NA,NA,NA,0.882150858849888,1429.2
"GOOGL",2010-02-02,534.9554,534.96,527.61,531.12,1,531.12,NA,NA,NA,NA,NA,0.847419226166733,540.82
"NFLX",2010-02-02,60.9,62.15,60.87,61.85,2,123.7,NA,NA,NA,NA,NA,1.15650710545999,123.9
"AAPL",2010-02-03,195.17,200.2,194.42,199.23,4,796.92,NA,NA,NA,NA,NA,0.930937806644549,768.2
"AMZN",2010-02-03,117.12,119.61,116.56,119.1,12,1429.2,NA,NA,NA,NA,NA,0.889469753547424,1391.28
"GOOGL",2010-02-03,528.67,542.1,528.23,540.82,1,540.82,NA,NA,NA,NA,NA,0.862895891503789,526.778
"NFLX",2010-02-03,61.85,62.88,61.33,61.95,2,123.9,NA,NA,NA,NA,NA,1.15837696335079,120.68
"AAPL",2010-02-04,196.73,198.37,191.57,192.05,4,768.2,NA,NA,NA,NA,NA,0.897387972524649,781.84
"AMZN",2010-02-04,118.64,120.33,115.74,115.94,12,1391.28,NA,NA,NA,NA,NA,0.865870052277819,1408.68
"GOOGL",2010-02-04,537,538,525.56,526.778,1,526.778,NA,NA,NA,NA,NA,0.840491424012764,531.29
"NFLX",2010-02-04,61.35,62.2499,60.13,60.34,2,120.68,NA,NA,NA,NA,NA,1.1282722513089,121.68
"AAPL",2010-02-05,192.625,196,190.85,195.46,4,781.84,NA,NA,NA,NA,NA,0.913321807392178,776.48
"AMZN",2010-02-05,115.88,117.65,114.1,117.39,12,1408.68,NA,NA,NA,NA,NA,0.876699029126214,1401.96
"GOOGL",2010-02-05,528.4,533.4985,522.46,531.29,1,531.29,NA,NA,NA,NA,NA,0.847690466693259,533.47
"NFLX",2010-02-05,60.17,61.01,59.28,60.84,2,121.68,NA,NA,NA,NA,NA,1.1376215407629,121.8
"AAPL",2010-02-08,195.69,197.88,194,194.12,4,776.48,NA,NA,NA,NA,NA,0.907060417737489,784.76
"AMZN",2010-02-08,119.375,121,116.56,116.83,12,1401.96,NA,NA,NA,NA,NA,0.872516803584765,1416.36
"GOOGL",2010-02-08,532.5,542,531.5301,533.47,1,533.47,NA,NA,NA,NA,NA,0.851168727562824,536.44
"NFLX",2010-02-08,60.94,61.71,60,60.9,2,121.8,NA,NA,NA,NA,NA,1.13874345549738,124.26
"AAPL",2010-02-09,196.42,197.5,194.75,196.19,4,784.76,NA,NA,NA,NA,NA,0.916732862950329,780.464
"AMZN",2010-02-09,118.2,119.09,117,118.03,12,1416.36,NA,NA,NA,NA,NA,0.881478715459298,1408.32
"GOOGL",2010-02-09,539.54,541.53,535.07,536.44,1,536.44,NA,NA,NA,NA,NA,0.85590745911448,534.445
"NFLX",2010-02-09,61.06,62.16,60.97,62.13,2,124.26,NA,NA,NA,NA,NA,1.16174270755423,122.98
"AAPL",2010-02-10,195.89,196.6,194.26,195.116,4,780.464,NA,NA,NA,NA,NA,0.911714405868885,794.68
"AMZN",2010-02-10,118,118.61,116,117.36,12,1408.32,NA,NA,NA,NA,NA,0.87647498132935,1441.08
"GOOGL",2010-02-10,534.07,537.79,527.69,534.445,1,534.445,NA,NA,NA,NA,NA,0.852724371759075,536.4
"NFLX",2010-02-10,62.11,62.43,61.04,61.49,2,122.98,NA,NA,NA,NA,NA,1.1497756170531,126.72
"AAPL",2010-02-11,194.88,199.75,194.06,198.67,4,794.68,NA,NA,NA,NA,NA,0.928321106490351,801.52
"AMZN",2010-02-11,117.21,120.4201,116.5,120.09,12,1441.08,NA,NA,NA,NA,NA,0.896863330843913,1435.92
"GOOGL",2010-02-11,532.25,540.49,529.5,536.4,1,536.4,NA,NA,NA,NA,NA,0.85584363781412,533.12
"NFLX",2010-02-11,61.21,63.49,61.1001,63.36,2,126.72,NA,NA,NA,NA,NA,1.18474195961107,126.36
"AAPL",2010-02-12,198.11,201.64,195.5,200.38,4,801.52,NA,NA,NA,NA,NA,0.93631138731835,813.6
"AMZN",2010-02-12,118.99,119.94,117.5,119.66,12,1435.92,NA,NA,NA,NA,NA,0.893651979088872,1410.36
"GOOGL",2010-02-12,532.97,537.15,530.5,533.12,1,533.12,NA,NA,NA,NA,NA,0.850610291184683,541.3
"NFLX",2010-02-12,63,63.1833,62.08,63.18,2,126.36,NA,NA,NA,NA,NA,1.18137621540763,129.72
"AAPL",2010-02-16,201.94,203.69,201.52,203.4,4,813.6,NA,NA,NA,NA,NA,0.950422877435634,810.2
"AMZN",2010-02-16,120.06,120.5,117.18,117.53,12,1410.36,NA,NA,NA,NA,NA,0.877744585511576,1395.72
"GOOGL",2010-02-16,537.14,544.13,534.3,541.3,1,541.3,NA,NA,NA,NA,NA,0.863661747108097,538.207
"NFLX",2010-02-16,63.62,65.01,63.5,64.86,2,129.72,NA,NA,NA,NA,NA,1.21278982797307,129.02
"AAPL",2010-02-17,204.19,204.31,200.86,202.55,4,810.2,NA,NA,NA,NA,NA,0.946451100415869,811.712
"AMZN",2010-02-17,117.075,117.13,115.55,116.31,12,1395.72,NA,NA,NA,NA,NA,0.868633308439134,1416.96
"GOOGL",2010-02-17,542,543.4,537.61,538.207,1,538.207,NA,NA,NA,NA,NA,0.858726765057838,543.22
"NFLX",2010-02-17,64.79,64.79,63.43,64.51,2,129.02,NA,NA,NA,NA,NA,1.20624532535527,132.2
"AAPL",2010-02-18,201.63,203.89,200.92,202.928,4,811.712,NA,NA,NA,NA,NA,0.948217373019952,806.68
"AMZN",2010-02-18,115.8386,118.51,114.82,118.08,12,1416.96,NA,NA,NA,NA,NA,0.88185212845407,1410.24
"GOOGL",2010-02-18,537.54,545.01,536.14,543.22,1,543.22,NA,NA,NA,NA,NA,0.866725169525329,540.763
"NFLX",2010-02-18,63.91,66.27,63.89,66.1,2,132.2,NA,NA,NA,NA,NA,1.235976065819,133.3
"AAPL",2010-02-19,201.86,203.2,201.11,201.67,4,806.68,NA,NA,NA,NA,NA,0.942339143030699,801.664
"AMZN",2010-02-19,117.91,119.09,117,117.52,12,1410.24,NA,NA,NA,NA,NA,0.877669902912621,1416.12
"GOOGL",2010-02-19,541,544.03,539.7,540.763,1,540.763,NA,NA,NA,NA,NA,0.862804946150778,542.8
"NFLX",2010-02-19,65.85,67.0701,65.53,66.65,2,133.3,NA,NA,NA,NA,NA,1.2462602842184,130.54
"AAPL",2010-02-22,202.34,202.5,199.19,200.416,4,801.664,NA,NA,NA,NA,NA,0.936479603756834,788.236
"AMZN",2010-02-22,117.37,118.97,116.18,118.01,12,1416.12,NA,NA,NA,NA,NA,0.881329350261389,1406.88
"GOOGL",2010-02-22,547.35,547.5,541,542.8,1,542.8,NA,NA,NA,NA,NA,0.86605504587156,535.07
"NFLX",2010-02-22,67.04,67.3,63.81,65.27,2,130.54,NA,NA,NA,NA,NA,1.22045624532536,128.7
"AAPL",2010-02-23,200,201.33,195.71,197.059,4,788.236,NA,NA,NA,NA,NA,0.920793420868184,802.624
"AMZN",2010-02-23,118.01,119.25,116.51,117.24,12,1406.88,NA,NA,NA,NA,NA,0.875578790141897,1436.64
"GOOGL",2010-02-23,543,543.63,532.29,535.07,1,535.07,NA,NA,NA,NA,NA,0.853721579577184,531.47
"NFLX",2010-02-23,64.86,65.25,64.17,64.35,2,128.7,NA,NA,NA,NA,NA,1.20325355272999,129.38
"AAPL",2010-02-24,198.23,201.44,197.84,200.656,4,802.624,NA,NA,NA,NA,NA,0.937601046680062,808
"AMZN",2010-02-24,117.96,119.8,117.15,119.72,12,1436.64,NA,NA,NA,NA,NA,0.894100074682599,1418.4
"GOOGL",2010-02-24,534.39,538.44,530.51,531.47,1,531.47,NA,NA,NA,NA,NA,0.847977662544874,526.43
"NFLX",2010-02-24,64.71,65.38,64.16,64.69,2,129.38,NA,NA,NA,NA,NA,1.20961106955871,131.22
"AAPL",2010-02-25,197.38,202.86,196.89,202,4,808,NA,NA,NA,NA,NA,0.943881127050138,818.48
"AMZN",2010-02-25,118.17,118.34,115.85,118.2,12,1418.4,NA,NA,NA,NA,NA,0.882748319641524,1420.8
"GOOGL",2010-02-25,527.12,528.4899,520,526.43,1,526.43,NA,NA,NA,NA,NA,0.839936178699641,526.8
"NFLX",2010-02-25,63.99,65.62,63.1,65.61,2,131.22,NA,NA,NA,NA,NA,1.22681376215408,132.1
"AAPL",2010-02-26,202.38,205.17,202,204.62,4,818.48,NA,NA,NA,NA,NA,0.956123545628709,835.96
"AMZN",2010-02-26,117.88,119.43,117,118.4,12,1420.8,NA,NA,NA,NA,NA,0.884241971620612,1494.48
"GOOGL",2010-02-26,527.42,531.75,523.48,526.8,1,526.8,NA,NA,NA,NA,NA,0.840526525727962,532.69
"NFLX",2010-02-26,65.66,66.83,65.3,66.05,2,132.1,NA,NA,NA,NA,NA,1.2350411368736,139.4
"AAPL",2010-03-01,205.75,209.5,205.45,208.99,4,835.96,NA,NA,NA,NA,NA,0.97654315218915,835.4
"AMZN",2010-03-01,118.85,124.66,117.53,124.54,12,1494.48,NA,NA,NA,NA,NA,0.930097087378641,1506.36
"GOOGL",2010-03-01,529.2,533.29,527.74,532.69,1,532.69,NA,NA,NA,NA,NA,0.849924212205824,541.06
"NFLX",2010-03-01,66.02,69.75,66.02,69.7,2,139.4,NA,NA,NA,NA,NA,1.30329094988781,137.96
"AAPL",2010-03-02,209.93,210.83,207.74,208.85,4,835.4,NA,NA,NA,NA,NA,0.9758889771506,837.32
"AMZN",2010-03-02,125.01,127.35,124.8,125.53,12,1506.36,NA,NA,NA,NA,NA,0.937490664675131,1510.68
"GOOGL",2010-03-02,535.48,545.66,535.01,541.06,1,541.06,NA,NA,NA,NA,NA,0.863278819305943,545.32
"NFLX",2010-03-02,69.99,70,68.82,68.98,2,137.96,NA,NA,NA,NA,NA,1.28982797307405,135.1
"AAPL",2010-03-03,208.94,209.87,207.94,209.33,4,837.32,NA,NA,NA,NA,NA,0.978131862997056,842.84
"AMZN",2010-03-03,125.4,126.94,124.43,125.89,12,1510.68,NA,NA,NA,NA,NA,0.940179238237491,1542.36
"GOOGL",2010-03-03,542.36,548.12,539.25,545.32,1,545.32,NA,NA,NA,NA,NA,0.870075787794176,554.59
"NFLX",2010-03-03,66.13,68.39,65.62,67.55,2,135.1,NA,NA,NA,NA,NA,1.2630890052356,136.02
"AAPL",2010-03-04,209.28,210.92,208.63,210.71,4,842.84,NA,NA,NA,NA,NA,0.984580159805617,875.8
"AMZN",2010-03-04,125.96,128.85,125.57,128.53,12,1542.36,NA,NA,NA,NA,NA,0.959895444361464,1546.92
"GOOGL",2010-03-04,546.5,556.13,546.2,554.59,1,554.59,NA,NA,NA,NA,NA,0.884866374152373,564.21
"NFLX",2010-03-04,67.2,68.57,67.14,68.01,2,136.02,NA,NA,NA,NA,NA,1.27169035153328,135.3
"AAPL",2010-03-05,214.94,219.7,214.63,218.95,4,875.8,NA,NA,NA,NA,NA,1.02308303350311,876.32
"AMZN",2010-03-05,129.13,129.45,127.07,128.91,12,1546.92,NA,NA,NA,NA,NA,0.962733383121733,1561.32
"GOOGL",2010-03-05,561.35,567.67,559.9,564.21,1,564.21,NA,NA,NA,NA,NA,0.900215396888712,562.48
"NFLX",2010-03-05,68.25,68.695,67.03,67.65,2,135.3,NA,NA,NA,NA,NA,1.2649588631264,137.36
"AAPL",2010-03-08,220.01,220.09,218.25,219.08,4,876.32,NA,NA,NA,NA,NA,1.02369048175319,892.08
"AMZN",2010-03-08,128.3,130.85,127.71,130.11,12,1561.32,NA,NA,NA,NA,NA,0.971695294996266,1545.84
"GOOGL",2010-03-08,564.78,565.18,561.01,562.48,1,562.48,NA,NA,NA,NA,NA,0.897455125648185,560.19
"NFLX",2010-03-08,67.99,68.76,67.82,68.68,2,137.36,NA,NA,NA,NA,NA,1.28421839940165,139.88
"AAPL",2010-03-09,218.31,225,217.89,223.02,4,892.08,NA,NA,NA,NA,NA,1.04210083640951,899.36
"AMZN",2010-03-09,129.59,130.81,127.97,128.82,12,1545.84,NA,NA,NA,NA,NA,0.962061239731143,1566.12
"GOOGL",2010-03-09,559.85,564.66,556.5,560.19,1,560.19,NA,NA,NA,NA,NA,0.893801356202633,576.45
"NFLX",2010-03-09,68.2,71.345,68.15,69.94,2,139.88,NA,NA,NA,NA,NA,1.30777860882573,142.56
"AAPL",2010-03-10,223.8295,225.48,223.2,224.84,4,899.36,NA,NA,NA,NA,NA,1.05060511191066,902
"AMZN",2010-03-10,129.11,131.17,128.48,130.51,12,1566.12,NA,NA,NA,NA,NA,0.974682598954444,1602.96
"GOOGL",2010-03-10,563.76,578.5,562.21,576.45,1,576.45,NA,NA,NA,NA,NA,0.919744714798564,581.14
"NFLX",2010-03-10,70.27,71.5485,70.07,71.28,2,142.56,NA,NA,NA,NA,NA,1.33283470456245,142.38
"AAPL",2010-03-11,223.91,225.5,223.32,225.5,4,902,NA,NA,NA,NA,NA,1.05368907994954,906.4
"AMZN",2010-03-11,130.45,133.62,130.36,133.58,12,1602.96,NA,NA,NA,NA,NA,0.997610156833458,1581.84
"GOOGL",2010-03-11,574.26,586.21,574.2,581.14,1,581.14,NA,NA,NA,NA,NA,0.927227762265656,579.54
"NFLX",2010-03-11,71.1,71.59,70.43,71.19,2,142.38,NA,NA,NA,NA,NA,1.33115183246073,139.96
"AAPL",2010-03-12,227.37,227.73,225.75,226.6,4,906.4,NA,NA,NA,NA,NA,1.058829026681,895.36
"AMZN",2010-03-12,134.2,134.2,131.18,131.82,12,1581.84,NA,NA,NA,NA,NA,0.984466019417476,1573.56
"GOOGL",2010-03-12,588.14,588.275,579.16,579.54,1,579.54,NA,NA,NA,NA,NA,0.924674910251296,563.18
"NFLX",2010-03-12,70.15,70.5,69.32,69.98,2,139.96,NA,NA,NA,NA,NA,1.30852655198205,139.2
"AAPL",2010-03-15,225.38,225.5,220.25,223.84,4,895.36,NA,NA,NA,NA,NA,1.04593243306388,897.8
"AMZN",2010-03-15,131.7,132,128.63,131.13,12,1573.56,NA,NA,NA,NA,NA,0.979312920089619,1581.48
"GOOGL",2010-03-15,566.68,569.45,556,563.18,1,563.18,NA,NA,NA,NA,NA,0.898571998404467,565.2
"NFLX",2010-03-15,69.98,69.98,69.16,69.6,2,139.2,NA,NA,NA,NA,NA,1.30142109199701,141.26
"AAPL",2010-03-16,224.18,224.98,222.51,224.45,4,897.8,NA,NA,NA,NA,NA,1.04878276716041,896.48
"AMZN",2010-03-16,131.24,132.29,130.5,131.79,12,1581.48,NA,NA,NA,NA,NA,0.984241971620612,1576.08
"GOOGL",2010-03-16,561.83,568.42,560.76,565.2,1,565.2,NA,NA,NA,NA,NA,0.901794974072597,565.56
"NFLX",2010-03-16,69.55,70.8501,69.55,70.63,2,141.26,NA,NA,NA,NA,NA,1.32068062827225,141.84
"AAPL",2010-03-17,224.9,226.45,223.27,224.12,4,896.48,NA,NA,NA,NA,NA,1.04724078314097,898.6
"AMZN",2010-03-17,132.41,132.694,131.22,131.34,12,1576.08,NA,NA,NA,NA,NA,0.980881254667662,1593.12
"GOOGL",2010-03-17,568.3,571.4499,564.2501,565.56,1,565.56,NA,NA,NA,NA,NA,0.902369365775828,566.4
"NFLX",2010-03-17,70.9,71.7399,70.4,70.92,2,141.84,NA,NA,NA,NA,NA,1.32610321615557,141.08
"AAPL",2010-03-18,224.1,225,222.61,224.65,4,898.6,NA,NA,NA,NA,NA,1.04971730292977,888.9996
"AMZN",2010-03-18,131.02,132.85,130.44,132.76,12,1593.12,NA,NA,NA,NA,NA,0.991486183719193,1564.2
"GOOGL",2010-03-18,564.72,568.44,562.96,566.4,1,566.4,NA,NA,NA,NA,NA,0.903709613083367,560
"NFLX",2010-03-18,70.71,71.13,70.44,70.54,2,141.08,NA,NA,NA,NA,NA,1.31899775617053,140.9
"AAPL",2010-03-19,224.79,225.24,221.23,222.2499,4,888.9996,NA,NA,NA,NA,NA,1.03850240642961,899
"AMZN",2010-03-19,133.71,133.71,129.66,130.35,12,1564.2,NA,NA,NA,NA,NA,0.973487677371173,1565.64
"GOOGL",2010-03-19,566.23,568,557.28,560,1,560,NA,NA,NA,NA,NA,0.893498205025927,557.5
"NFLX",2010-03-19,70.7,70.9,70.07,70.45,2,140.9,NA,NA,NA,NA,NA,1.31731488406881,145.78
"AAPL",2010-03-22,220.47,226,220.15,224.75,4,899,NA,NA,NA,NA,NA,1.05018457081445,913.44
"AMZN",2010-03-22,130.2,130.96,128.64,130.47,12,1565.64,NA,NA,NA,NA,NA,0.974383868558626,1551.12
"GOOGL",2010-03-22,556.11,566.85,554.28,557.5,1,557.5,NA,NA,NA,NA,NA,0.88950937375349,549
"NFLX",2010-03-22,70.35,73,70.05,72.89,2,145.78,NA,NA,NA,NA,NA,1.36293941660434,145.92
"AAPL",2010-03-23,225.64,228.78,224.1,228.36,4,913.44,NA,NA,NA,NA,NA,1.06705294145133,917.48
"AMZN",2010-03-23,130.89,130.94,128.07,129.26,12,1551.12,NA,NA,NA,NA,NA,0.965347274085138,1536.48
"GOOGL",2010-03-23,557.04,558.312,542,549,1,549,NA,NA,NA,NA,NA,0.875947347427204,557.33
"NFLX",2010-03-23,73,73.49,72.03,72.96,2,145.92,NA,NA,NA,NA,NA,1.3642483171279,144.74
"AAPL",2010-03-24,227.64,230.2,227.51,229.37,4,917.48,NA,NA,NA,NA,NA,1.07177234708658,906.6
"AMZN",2010-03-24,128.64,129.4,127.2,128.04,12,1536.48,NA,NA,NA,NA,NA,0.956235997012696,1616.76
"GOOGL",2010-03-24,545.51,559.8495,539.7,557.33,1,557.33,NA,NA,NA,NA,NA,0.889238133226965,562.88
"NFLX",2010-03-24,72.93,73.17,72.25,72.37,2,144.74,NA,NA,NA,NA,NA,1.35321615557218,147.08
"AAPL",2010-03-25,230.458,230.97,226.25,226.65,4,906.6,NA,NA,NA,NA,NA,1.05906266062334,923.6
"AMZN",2010-03-25,129.6101,136.91,128.04,134.73,12,1616.76,NA,NA,NA,NA,NA,1.00619865571322,1620.72
"GOOGL",2010-03-25,560.48,572,558.66,562.88,1,562.88,NA,NA,NA,NA,NA,0.898093338651775,562.69
"NFLX",2010-03-25,73.5899,75,72.56,73.54,2,147.08,NA,NA,NA,NA,NA,1.37509349289454,148.6
"AAPL",2010-03-26,228.95,231.95,228.55,230.9,4,923.6,NA,NA,NA,NA,NA,1.07892154572216,929.56
"AMZN",2010-03-26,134.895,136.99,133.76,135.06,12,1620.72,NA,NA,NA,NA,NA,1.00866318147872,1621.44
"GOOGL",2010-03-26,565.27,567.39,560.0201,562.69,1,562.69,NA,NA,NA,NA,NA,0.89779018747507,562.45
"NFLX",2010-03-26,73.53,74.91,73.34,74.3,2,148.6,NA,NA,NA,NA,NA,1.38930441286462,147.8
"AAPL",2010-03-29,233,233.8699,231.62,232.39,4,929.56,NA,NA,NA,NA,NA,1.08588383720387,943.38
"AMZN",2010-03-29,135.37,136.63,134.33,135.12,12,1621.44,NA,NA,NA,NA,NA,1.00911127707244,1638.948
"GOOGL",2010-03-29,563,564.72,560.57,562.45,1,562.45,NA,NA,NA,NA,NA,0.897407259672916,566.71
"NFLX",2010-03-29,74.9,75,73.65,73.9,2,147.8,NA,NA,NA,NA,NA,1.38182498130142,150.12
"AAPL",2010-03-30,236.6027,237.48,234.25,235.845,4,943.38,NA,NA,NA,NA,NA,1.1020279426195,940
"AMZN",2010-03-30,135.74,138.19,135.36,136.579,12,1638.948,NA,NA,NA,NA,NA,1.0200074682599,1629.24
"GOOGL",2010-03-30,562.83,567.63,560.28,566.71,1,566.71,NA,NA,NA,NA,NA,0.904204228161149,567.12
"NFLX",2010-03-30,74.9,75.65,74.43,75.06,2,150.12,NA,NA,NA,NA,NA,1.4035153328347,147.48
"AAPL",2010-03-31,235.49,236.61,234.46,235,4,940,NA,NA,NA,NA,NA,1.09807952899397,943.88
"AMZN",2010-03-31,136,136.8,134.48,135.77,12,1629.24,NA,NA,NA,NA,NA,1.01396564600448,1581.72
"GOOGL",2010-03-31,565.05,569.74,562.81,567.12,1,567.12,NA,NA,NA,NA,NA,0.904858396489828,568.8
"NFLX",2010-03-31,74.3,75.06,73.72,73.74,2,147.48,NA,NA,NA,NA,NA,1.37883320867614,150
"AAPL",2010-04-01,237.49,238.73,232.75,235.97,4,943.88,NA,NA,NA,NA,NA,1.10261202747535,953.96
"AMZN",2010-04-01,135.8,136.51,131.18,131.81,12,1581.72,NA,NA,NA,NA,NA,0.984391336818521,1577.88
"GOOGL",2010-04-01,571.35,573.45,565.55,568.8,1,568.8,NA,NA,NA,NA,NA,0.907538891104906,571.01
"NFLX",2010-04-01,73.62,75.7,73.62,75,2,150,NA,NA,NA,NA,NA,1.40239341810022,159.98
"AAPL",2010-04-05,234.975,238.51,234.77,238.49,4,953.96,NA,NA,NA,NA,NA,1.11438717816924,958.16
"AMZN",2010-04-05,132.85,133.74,130.78,131.49,12,1577.88,NA,NA,NA,NA,NA,0.982001493651979,1626.72
"GOOGL",2010-04-05,570.9,574.88,569,571.01,1,571.01,NA,NA,NA,NA,NA,0.911065017949741,568.22
"NFLX",2010-04-05,75.58,80.06,75.57,79.99,2,159.98,NA,NA,NA,NA,NA,1.49569932685116,166.74
"AAPL",2010-04-06,238.2,240.24,237,239.54,4,958.16,NA,NA,NA,NA,NA,1.11929349095837,962.4
"AMZN",2010-04-06,131.23,136,131.18,135.56,12,1626.72,NA,NA,NA,NA,NA,1.01239731142644,1618.44
"GOOGL",2010-04-06,569.46,570.89,565.4,568.22,1,568.22,NA,NA,NA,NA,NA,0.906613482249701,563.54
"NFLX",2010-04-06,80.42,83.97,79.84,83.37,2,166.74,NA,NA,NA,NA,NA,1.55890052356021,159.46
"AAPL",2010-04-07,239.72,241.92,238.6601,240.6,4,962.4,NA,NA,NA,NA,NA,1.12424653053596,959.8
"AMZN",2010-04-07,135.96,136.08,133.86,134.87,12,1618.44,NA,NA,NA,NA,NA,1.00724421209858,1691.52
"GOOGL",2010-04-07,567.3,568.75,561.86,563.54,1,563.54,NA,NA,NA,NA,NA,0.899146390107698,567.49
"NFLX",2010-04-07,82.085,82.37,79.2,79.73,2,159.46,NA,NA,NA,NA,NA,1.49083769633508,163.66
"AAPL",2010-04-08,240.44,241.54,238.04,239.95,4,959.8,NA,NA,NA,NA,NA,1.12120928928555,967.16
"AMZN",2010-04-08,134.71,141.25,134.71,140.96,12,1691.52,NA,NA,NA,NA,NA,1.05272591486184,1680.72
"GOOGL",2010-04-08,563.32,569.8515,560.05,567.49,1,567.49,NA,NA,NA,NA,NA,0.905448743518149,566.22
"NFLX",2010-04-08,79.27,82,79.27,81.83,2,163.66,NA,NA,NA,NA,NA,1.53010471204188,164.84
"AAPL",2010-04-09,241.43,241.89,240.46,241.79,4,967.16,NA,NA,NA,NA,NA,1.12980701836363,969.16
"AMZN",2010-04-09,140.72,141.33,139.07,140.06,12,1680.72,NA,NA,NA,NA,NA,1.04600448095594,1694.4
"GOOGL",2010-04-09,568,568.77,564,566.22,1,566.22,NA,NA,NA,NA,NA,0.903422417231751,572.73
"NFLX",2010-04-09,81.09,82.5,80.43,82.42,2,164.84,NA,NA,NA,NA,NA,1.54113687359761,166.36
"AAPL",2010-04-12,242.2,243.07,241.81,242.29,4,969.16,NA,NA,NA,NA,NA,1.13214335778702,969.72
"AMZN",2010-04-12,140,142.915,139.68,141.2,12,1694.4,NA,NA,NA,NA,NA,1.05451829723674,1681.92
"GOOGL",2010-04-12,567.35,574,566.22,572.73,1,572.73,NA,NA,NA,NA,NA,0.913809333865177,586.77
"NFLX",2010-04-12,82.3,83.25,81.55,83.18,2,166.36,NA,NA,NA,NA,NA,1.55534779356769,172.76
"AAPL",2010-04-13,241.86,242.8,241.11,242.43,4,969.72,NA,NA,NA,NA,NA,1.13279753282557,982.76
"AMZN",2010-04-13,141.23,141.98,139.12,140.16,12,1681.92,NA,NA,NA,NA,NA,1.04675130694548,1731.36
"GOOGL",2010-04-13,572.53,588.88,571.13,586.77,1,586.77,NA,NA,NA,NA,NA,0.936210610291185,589
"NFLX",2010-04-13,83.28,86.65,83,86.38,2,172.76,NA,NA,NA,NA,NA,1.6151832460733,175.14
"AAPL",2010-04-14,245.28,245.81,244.07,245.69,4,982.76,NA,NA,NA,NA,NA,1.14803046586608,995.68
"AMZN",2010-04-14,140.34,144.5,139.2,144.28,12,1731.36,NA,NA,NA,NA,NA,1.07752053771471,1749.84
"GOOGL",2010-04-14,590.06,592.34,584.01,589,1,589,NA,NA,NA,NA,NA,0.939768647786199,595.3
"NFLX",2010-04-14,86.96,89.1,85.82,87.57,2,175.14,NA,NA,NA,NA,NA,1.63743455497382,173.66
"AAPL",2010-04-15,245.78,249.03,245.51,248.92,4,995.68,NA,NA,NA,NA,NA,1.16312321854119,989.6
"AMZN",2010-04-15,144.55,147.09,144,145.82,12,1749.84,NA,NA,NA,NA,NA,1.0890216579537,1706.052
"GOOGL",2010-04-15,592.17,597.84,588.287,595.3,1,595.3,NA,NA,NA,NA,NA,0.94982050259274,550.145
"NFLX",2010-04-15,87.25,87.87,85.5,86.83,2,173.66,NA,NA,NA,NA,NA,1.6235976065819,170.62
"AAPL",2010-04-16,248.57,251.14,244.55,247.4,4,989.6,NA,NA,NA,NA,NA,1.15602074669408,988.28
"AMZN",2010-04-16,144.88,147.17,141.45,142.171,12,1706.052,NA,NA,NA,NA,NA,1.06176997759522,1709.16
"GOOGL",2010-04-16,563,568.81,549.63,550.145,1,550.145,NA,NA,NA,NA,NA,0.87777423214998,550.1
